,協和#1,協和#2,協和#3,協和#4,台中#1,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,台中Gas1&2,台中Gas3&4,南部CC#1,南部CC#2,南部CC#3,南部CC#4,烏來&桂山&粗坑,桂山發電廠,桂山發電廠.1,桂山發電廠.2,桂山發電廠.3,翡翠#1,桂山發電廠.4,林口#1,林口#2,麥寮#1,麥寮#2,麥寮#3,國光#1,星彰#1,星元#1,嘉惠#1
2016/12/17 16:10,1.52827885912,1.52827885912,1.52827885912,1.52827885912,-10.625124625,-10.625124625,-10.625124625,-10.625124625,-10.625124625,-10.625124625,-10.625124625,-10.625124625,-10.625124625,-10.625124625,-10.625124625,-10.625124625,-16.8830074117,-16.8830074117,-16.8830074117,-16.8830074117,4.14372785313,4.14372785313,4.14372785313,4.14372785313,4.14372785313,4.14372785313,4.14372785313,-2.93817525523,-2.93817525523,-25.0865101331,-25.0865101331,-25.0865101331,-3.84559909722,-11.7611877367,-11.6560997713,3.92395736947
2016/12/17 16:20,0.0637208289934,0.0637208289934,0.0637208289934,0.0637208289934,-7.09714429959,-7.09714429959,-7.09714429959,-7.09714429959,-7.09714429959,-7.09714429959,-7.09714429959,-7.09714429959,-7.09714429959,-7.09714429959,-7.09714429959,-7.09714429959,-16.471271392,-16.471271392,-16.471271392,-16.471271392,0.500678480247,0.500678480247,0.500678480247,0.500678480247,0.500678480247,0.500678480247,0.500678480247,-3.10569789883,-3.10569789883,-21.5047495849,-21.5047495849,-21.5047495849,-4.46310291922,-6.34107223797,-6.13128673639,7.40386229171
2016/12/17 16:30,-0.670808203263,-0.670808203263,-0.670808203263,-0.670808203263,-8.60107100781,-8.60107100781,-8.60107100781,-8.60107100781,-8.60107100781,-8.60107100781,-8.60107100781,-8.60107100781,-8.60107100781,-8.60107100781,-8.60107100781,-8.60107100781,-16.5463731283,-16.5463731283,-16.5463731283,-16.5463731283,1.45392189413,1.45392189413,1.45392189413,1.45392189413,1.45392189413,1.45392189413,1.45392189413,-2.94632548424,-2.94632548424,-21.0697921928,-21.0697921928,-21.0697921928,-4.01110070899,1.31162253195,2.06513867665,2.86446002866
2016/12/17 16:40,-0.581182885304,-0.581182885304,-0.581182885304,-0.581182885304,-3.38479269802,-3.38479269802,-3.38479269802,-3.38479269802,-3.38479269802,-3.38479269802,-3.38479269802,-3.38479269802,-3.38479269802,-3.38479269802,-3.38479269802,-3.38479269802,-15.3270895833,-15.3270895833,-15.3270895833,-15.3270895833,1.42028577098,1.42028577098,1.42028577098,1.42028577098,1.42028577098,1.42028577098,1.42028577098,-2.87051359603,-2.87051359603,-20.3226181388,-20.3226181388,-20.3226181388,-4.28466557188,-6.08176008481,-5.59470050459,5.68184856677
2016/12/17 16:50,0.464383012969,0.464383012969,0.464383012969,0.464383012969,-3.24988277867,-3.24988277867,-3.24988277867,-3.24988277867,-3.24988277867,-3.24988277867,-3.24988277867,-3.24988277867,-3.24988277867,-3.24988277867,-3.24988277867,-3.24988277867,-14.7344368164,-14.7344368164,-14.7344368164,-14.7344368164,2.29667629579,2.29667629579,2.29667629579,2.29667629579,2.29667629579,2.29667629579,2.29667629579,-3.27663198677,-3.27663198677,-20.1789315594,-20.1789315594,-20.1789315594,-4.52467464671,-5.04228783836,-4.62239590255,2.63947622615
2016/12/17 17:00,-3.05088408945,-3.05088408945,-3.05088408945,-3.05088408945,4.53570353283,4.53570353283,4.53570353283,4.53570353283,4.53570353283,4.53570353283,4.53570353283,4.53570353283,4.53570353283,4.53570353283,4.53570353283,4.53570353283,-10.8822034493,-10.8822034493,-10.8822034493,-10.8822034493,1.21685356777,1.21685356777,1.21685356777,1.21685356777,1.21685356777,1.21685356777,1.21685356777,-4.47354381662,-4.47354381662,-17.6860448076,-17.6860448076,-17.6860448076,-5.19100298457,-6.33693380611,-6.04210092765,4.78671252834
2016/12/17 17:10,0.463939187962,0.463939187962,0.463939187962,0.463939187962,0.396211429836,0.396211429836,0.396211429836,0.396211429836,0.396211429836,0.396211429836,0.396211429836,0.396211429836,0.396211429836,0.396211429836,0.396211429836,0.396211429836,-15.1923018162,-15.1923018162,-15.1923018162,-15.1923018162,2.01677871208,2.01677871208,2.01677871208,2.01677871208,2.01677871208,2.01677871208,2.01677871208,-3.51930022902,-3.51930022902,-21.5995022692,-21.5995022692,-21.5995022692,-4.11590470154,-7.62241180334,-7.18442636914,3.23391769848
2016/12/17 17:20,-1.21360334047,-1.21360334047,-1.21360334047,-1.21360334047,3.67836169158,3.67836169158,3.67836169158,3.67836169158,3.67836169158,3.67836169158,3.67836169158,3.67836169158,3.67836169158,3.67836169158,3.67836169158,3.67836169158,-15.2709306949,-15.2709306949,-15.2709306949,-15.2709306949,0.734452942328,0.734452942328,0.734452942328,0.734452942328,0.734452942328,0.734452942328,0.734452942328,-4.04721637903,-4.04721637903,-20.2443871707,-20.2443871707,-20.2443871707,-5.20217091487,-5.92845294028,-5.65061961118,4.92630971867
2016/12/17 17:30,-1.1370676494,-1.1370676494,-1.1370676494,-1.1370676494,-0.756017423908,-0.756017423908,-0.756017423908,-0.756017423908,-0.756017423908,-0.756017423908,-0.756017423908,-0.756017423908,-0.756017423908,-0.756017423908,-0.756017423908,-0.756017423908,-16.0137110768,-16.0137110768,-16.0137110768,-16.0137110768,1.85166368948,1.85166368948,1.85166368948,1.85166368948,1.85166368948,1.85166368948,1.85166368948,-4.06454988211,-4.06454988211,-19.6465839975,-19.6465839975,-19.6465839975,-5.27942406564,-4.06209384195,-3.87813401196,2.47291560847
2016/12/17 17:40,-1.21249562439,-1.21249562439,-1.21249562439,-1.21249562439,-0.503175611804,-0.503175611804,-0.503175611804,-0.503175611804,-0.503175611804,-0.503175611804,-0.503175611804,-0.503175611804,-0.503175611804,-0.503175611804,-0.503175611804,-0.503175611804,-17.3788688534,-17.3788688534,-17.3788688534,-17.3788688534,-0.92098121268,-0.92098121268,-0.92098121268,-0.92098121268,-0.92098121268,-0.92098121268,-0.92098121268,-5.26707609821,-5.26707609821,-20.6735836484,-20.6735836484,-20.6735836484,-6.1982766052,-4.38964372373,-4.06562520171,6.63084121223
2016/12/17 17:50,-2.45797544143,-2.45797544143,-2.45797544143,-2.45797544143,3.09536701879,3.09536701879,3.09536701879,3.09536701879,3.09536701879,3.09536701879,3.09536701879,3.09536701879,3.09536701879,3.09536701879,3.09536701879,3.09536701879,-16.8589196475,-16.8589196475,-16.8589196475,-16.8589196475,-2.19828403449,-2.19828403449,-2.19828403449,-2.19828403449,-2.19828403449,-2.19828403449,-2.19828403449,-5.68482121423,-5.68482121423,-21.2215165983,-21.2215165983,-21.2215165983,-7.29484785557,-4.59414940835,-4.41895177131,2.97977252962
2016/12/17 18:00,-3.95002671619,-3.95002671619,-3.95002671619,-3.95002671619,1.46117712179,1.46117712179,1.46117712179,1.46117712179,1.46117712179,1.46117712179,1.46117712179,1.46117712179,1.46117712179,1.46117712179,1.46117712179,1.46117712179,-14.1833902354,-14.1833902354,-14.1833902354,-14.1833902354,-1.23539679019,-1.23539679019,-1.23539679019,-1.23539679019,-1.23539679019,-1.23539679019,-1.23539679019,-6.23548610795,-6.23548610795,-14.7045046337,-14.7045046337,-14.7045046337,-7.36388414193,-4.19244610098,-4.06723138553,2.46436615288
2016/12/17 18:10,-1.22821366408,-1.22821366408,-1.22821366408,-1.22821366408,4.72215443189,4.72215443189,4.72215443189,4.72215443189,4.72215443189,4.72215443189,4.72215443189,4.72215443189,4.72215443189,4.72215443189,4.72215443189,4.72215443189,-17.7115143204,-17.7115143204,-17.7115143204,-17.7115143204,-1.56800952579,-1.56800952579,-1.56800952579,-1.56800952579,-1.56800952579,-1.56800952579,-1.56800952579,-6.43564897821,-6.43564897821,-22.094343005,-22.094343005,-22.094343005,-7.26432441856,-5.36681008221,-5.13337096053,1.71140872548
2016/12/17 18:20,-0.548039951311,-0.548039951311,-0.548039951311,-0.548039951311,9.46565718739,9.46565718739,9.46565718739,9.46565718739,9.46565718739,9.46565718739,9.46565718739,9.46565718739,9.46565718739,9.46565718739,9.46565718739,9.46565718739,-17.3167926653,-17.3167926653,-17.3167926653,-17.3167926653,-2.26807440963,-2.26807440963,-2.26807440963,-2.26807440963,-2.26807440963,-2.26807440963,-2.26807440963,-6.69532559005,-6.69532559005,-23.0605771762,-23.0605771762,-23.0605771762,-8.06835845776,-6.5309975579,-6.39373754897,5.94349263571
2016/12/17 18:30,-2.39599960028,-2.39599960028,-2.39599960028,-2.39599960028,0.0290642914249,0.0290642914249,0.0290642914249,0.0290642914249,0.0290642914249,0.0290642914249,0.0290642914249,0.0290642914249,0.0290642914249,0.0290642914249,0.0290642914249,0.0290642914249,-15.9369290955,-15.9369290955,-15.9369290955,-15.9369290955,-3.09473081175,-3.09473081175,-3.09473081175,-3.09473081175,-3.09473081175,-3.09473081175,-3.09473081175,-7.99489005394,-7.99489005394,-24.1367573032,-24.1367573032,-24.1367573032,-8.41329983033,-8.41390275095,-8.40795639109,6.54095751832
2016/12/17 18:40,-1.66940848481,-1.66940848481,-1.66940848481,-1.66940848481,-1.65660009035,-1.65660009035,-1.65660009035,-1.65660009035,-1.65660009035,-1.65660009035,-1.65660009035,-1.65660009035,-1.65660009035,-1.65660009035,-1.65660009035,-1.65660009035,-15.4571205911,-15.4571205911,-15.4571205911,-15.4571205911,-1.06849236918,-1.06849236918,-1.06849236918,-1.06849236918,-1.06849236918,-1.06849236918,-1.06849236918,-6.70515112426,-6.70515112426,-25.4881130248,-25.4881130248,-25.4881130248,-7.21778611072,-9.40165322549,-9.59341718205,8.56896509554
2016/12/17 18:50,-0.990206447635,-0.990206447635,-0.990206447635,-0.990206447635,-1.8748384115,-1.8748384115,-1.8748384115,-1.8748384115,-1.8748384115,-1.8748384115,-1.8748384115,-1.8748384115,-1.8748384115,-1.8748384115,-1.8748384115,-1.8748384115,-17.1492332904,-17.1492332904,-17.1492332904,-17.1492332904,-1.36584154744,-1.36584154744,-1.36584154744,-1.36584154744,-1.36584154744,-1.36584154744,-1.36584154744,-6.6362587754,-6.6362587754,-23.3351036928,-23.3351036928,-23.3351036928,-7.26475227409,-8.33230072384,-8.55931885629,9.72439808305
2016/12/17 19:00,-4.06340067544,-4.06340067544,-4.06340067544,-4.06340067544,0.517545210647,0.517545210647,0.517545210647,0.517545210647,0.517545210647,0.517545210647,0.517545210647,0.517545210647,0.517545210647,0.517545210647,0.517545210647,0.517545210647,-11.907674515,-11.907674515,-11.907674515,-11.907674515,-1.13608549862,-1.13608549862,-1.13608549862,-1.13608549862,-1.13608549862,-1.13608549862,-1.13608549862,-5.35137272423,-5.35137272423,-2.44110428142,-2.44110428142,-2.44110428142,-6.15816019649,-6.1078848714,-6.4029535016,8.49645909506
2016/12/17 19:10,0.368668421654,0.368668421654,0.368668421654,0.368668421654,2.96810046568,2.96810046568,2.96810046568,2.96810046568,2.96810046568,2.96810046568,2.96810046568,2.96810046568,2.96810046568,2.96810046568,2.96810046568,2.96810046568,-18.7681103936,-18.7681103936,-18.7681103936,-18.7681103936,-1.08651504279,-1.08651504279,-1.08651504279,-1.08651504279,-1.08651504279,-1.08651504279,-1.08651504279,-5.10589001834,-5.10589001834,-18.1359034461,-18.1359034461,-18.1359034461,-5.85704936124,-5.52105200544,-5.46948525656,9.47010178443
2016/12/17 19:20,-1.00932160386,-1.00932160386,-1.00932160386,-1.00932160386,2.25810676005,2.25810676005,2.25810676005,2.25810676005,2.25810676005,2.25810676005,2.25810676005,2.25810676005,2.25810676005,2.25810676005,2.25810676005,2.25810676005,-19.1053901139,-19.1053901139,-19.1053901139,-19.1053901139,-0.986260269772,-0.986260269772,-0.986260269772,-0.986260269772,-0.986260269772,-0.986260269772,-0.986260269772,-5.32492945978,-5.32492945978,-21.7907127132,-21.7907127132,-21.7907127132,-6.55491554939,-7.8008758445,-7.55985985835,10.7756231879
2016/12/17 19:30,-1.33709089491,-1.33709089491,-1.33709089491,-1.33709089491,-8.34088997823,-8.34088997823,-8.34088997823,-8.34088997823,-8.34088997823,-8.34088997823,-8.34088997823,-8.34088997823,-8.34088997823,-8.34088997823,-8.34088997823,-8.34088997823,-17.1750741199,-17.1750741199,-17.1750741199,-17.1750741199,-0.666566859805,-0.666566859805,-0.666566859805,-0.666566859805,-0.666566859805,-0.666566859805,-0.666566859805,-4.67760176697,-4.67760176697,-18.1288190272,-18.1288190272,-18.1288190272,-6.29871036398,-5.57505089802,-5.5199373192,8.71854971463
2016/12/17 19:40,-0.0571244509467,-0.0571244509467,-0.0571244509467,-0.0571244509467,-2.89569200743,-2.89569200743,-2.89569200743,-2.89569200743,-2.89569200743,-2.89569200743,-2.89569200743,-2.89569200743,-2.89569200743,-2.89569200743,-2.89569200743,-2.89569200743,-17.7779847688,-17.7779847688,-17.7779847688,-17.7779847688,-0.126425812486,-0.126425812486,-0.126425812486,-0.126425812486,-0.126425812486,-0.126425812486,-0.126425812486,-4.65832012305,-4.65832012305,-20.037292698,-20.037292698,-20.037292698,-6.39610405977,-7.30096316382,-7.50254636338,9.09998048318
2016/12/17 19:50,-1.4049693589,-1.4049693589,-1.4049693589,-1.4049693589,-8.48216335161,-8.48216335161,-8.48216335161,-8.48216335161,-8.48216335161,-8.48216335161,-8.48216335161,-8.48216335161,-8.48216335161,-8.48216335161,-8.48216335161,-8.48216335161,-17.3406565825,-17.3406565825,-17.3406565825,-17.3406565825,-0.37512138054,-0.37512138054,-0.37512138054,-0.37512138054,-0.37512138054,-0.37512138054,-0.37512138054,-5.48268343551,-5.48268343551,-22.1765306555,-22.1765306555,-22.1765306555,-6.54819335426,-8.25269423895,-8.61109278654,10.2888465269
2016/12/17 20:00,0.0189480260939,0.0189480260939,0.0189480260939,0.0189480260939,-8.54601698141,-8.54601698141,-8.54601698141,-8.54601698141,-8.54601698141,-8.54601698141,-8.54601698141,-8.54601698141,-8.54601698141,-8.54601698141,-8.54601698141,-8.54601698141,-17.4763627635,-17.4763627635,-17.4763627635,-17.4763627635,-0.0354970035933,-0.0354970035933,-0.0354970035933,-0.0354970035933,-0.0354970035933,-0.0354970035933,-0.0354970035933,-4.96560598667,-4.96560598667,-23.2662477495,-23.2662477495,-23.2662477495,-6.38521453282,-8.98456755542,-9.38431566578,12.7068328942
2016/12/17 20:10,6.58310446687,6.58310446687,6.58310446687,6.58310446687,-16.7917302882,-16.7917302882,-16.7917302882,-16.7917302882,-16.7917302882,-16.7917302882,-16.7917302882,-16.7917302882,-16.7917302882,-16.7917302882,-16.7917302882,-16.7917302882,-16.5689920263,-16.5689920263,-16.5689920263,-16.5689920263,0.726091751555,0.726091751555,0.726091751555,0.726091751555,0.726091751555,0.726091751555,0.726091751555,-5.22602094129,-5.22602094129,-21.9811612735,-21.9811612735,-21.9811612735,-6.18482093449,-7.92614606255,-8.02449597894,13.7795711345
2016/12/17 20:20,7.75620929392,7.75620929392,7.75620929392,7.75620929392,-9.63156270636,-9.63156270636,-9.63156270636,-9.63156270636,-9.63156270636,-9.63156270636,-9.63156270636,-9.63156270636,-9.63156270636,-9.63156270636,-9.63156270636,-9.63156270636,-15.5838251796,-15.5838251796,-15.5838251796,-15.5838251796,0.148290103816,0.148290103816,0.148290103816,0.148290103816,0.148290103816,0.148290103816,0.148290103816,-4.78710110558,-4.78710110558,-17.4300816161,-17.4300816161,-17.4300816161,-5.8212760357,-5.0711912798,-5.14341064969,11.0249816107
2016/12/17 20:30,4.27220617392,4.27220617392,4.27220617392,4.27220617392,-11.1212683528,-11.1212683528,-11.1212683528,-11.1212683528,-11.1212683528,-11.1212683528,-11.1212683528,-11.1212683528,-11.1212683528,-11.1212683528,-11.1212683528,-11.1212683528,-15.1375766441,-15.1375766441,-15.1375766441,-15.1375766441,1.73808549931,1.73808549931,1.73808549931,1.73808549931,1.73808549931,1.73808549931,1.73808549931,-4.1093139269,-4.1093139269,-16.9333237333,-16.9333237333,-16.9333237333,-5.27467529053,-4.03389286754,-4.12960285523,10.0757987596
2016/12/17 20:40,2.64784271419,2.64784271419,2.64784271419,2.64784271419,-9.1121509992,-9.1121509992,-9.1121509992,-9.1121509992,-9.1121509992,-9.1121509992,-9.1121509992,-9.1121509992,-9.1121509992,-9.1121509992,-9.1121509992,-9.1121509992,-14.4227734087,-14.4227734087,-14.4227734087,-14.4227734087,0.682758187456,0.682758187456,0.682758187456,0.682758187456,0.682758187456,0.682758187456,0.682758187456,-4.45856936524,-4.45856936524,-16.6384123238,-16.6384123238,-16.6384123238,-5.21312981494,-4.56678346569,-4.76587341558,11.3790027728
2016/12/17 20:50,2.18855286495,2.18855286495,2.18855286495,2.18855286495,-11.6200381514,-11.6200381514,-11.6200381514,-11.6200381514,-11.6200381514,-11.6200381514,-11.6200381514,-11.6200381514,-11.6200381514,-11.6200381514,-11.6200381514,-11.6200381514,-14.0150346547,-14.0150346547,-14.0150346547,-14.0150346547,-0.0952375052443,-0.0952375052443,-0.0952375052443,-0.0952375052443,-0.0952375052443,-0.0952375052443,-0.0952375052443,-4.10151554092,-4.10151554092,-17.0216243479,-17.0216243479,-17.0216243479,-4.64431029484,-4.66431771804,-4.60319574024,13.0309445727
2016/12/17 21:00,-0.9986805169,-0.9986805169,-0.9986805169,-0.9986805169,-8.39984770224,-8.39984770224,-8.39984770224,-8.39984770224,-8.39984770224,-8.39984770224,-8.39984770224,-8.39984770224,-8.39984770224,-8.39984770224,-8.39984770224,-8.39984770224,-11.7304624771,-11.7304624771,-11.7304624771,-11.7304624771,-0.357082281226,-0.357082281226,-0.357082281226,-0.357082281226,-0.357082281226,-0.357082281226,-0.357082281226,-4.20396360561,-4.20396360561,-4.60292748807,-4.60292748807,-4.60292748807,-4.63357957108,-4.90402374735,-4.75316492358,12.9386545881
2016/12/17 21:10,2.33261113033,2.33261113033,2.33261113033,2.33261113033,-7.76249794641,-7.76249794641,-7.76249794641,-7.76249794641,-7.76249794641,-7.76249794641,-7.76249794641,-7.76249794641,-7.76249794641,-7.76249794641,-7.76249794641,-7.76249794641,-13.3094775776,-13.3094775776,-13.3094775776,-13.3094775776,-0.691731625684,-0.691731625684,-0.691731625684,-0.691731625684,-0.691731625684,-0.691731625684,-0.691731625684,-4.46644506681,-4.46644506681,-16.7550329555,-16.7550329555,-16.7550329555,-4.92398732411,-4.82836802913,-4.67560406245,9.02299059987
2016/12/17 21:20,3.21549529211,3.21549529211,3.21549529211,3.21549529211,-5.22724421357,-5.22724421357,-5.22724421357,-5.22724421357,-5.22724421357,-5.22724421357,-5.22724421357,-5.22724421357,-5.22724421357,-5.22724421357,-5.22724421357,-5.22724421357,-13.0205690083,-13.0205690083,-13.0205690083,-13.0205690083,-0.62824616822,-0.62824616822,-0.62824616822,-0.62824616822,-0.62824616822,-0.62824616822,-0.62824616822,-5.08111900563,-5.08111900563,-16.4315234192,-16.4315234192,-16.4315234192,-5.34968674263,-5.28755460553,-5.10998191731,12.1252144941
2016/12/17 21:30,2.5341368612,2.5341368612,2.5341368612,2.5341368612,-3.91378855525,-3.91378855525,-3.91378855525,-3.91378855525,-3.91378855525,-3.91378855525,-3.91378855525,-3.91378855525,-3.91378855525,-3.91378855525,-3.91378855525,-3.91378855525,-11.3470585284,-11.3470585284,-11.3470585284,-11.3470585284,-0.189964813857,-0.189964813857,-0.189964813857,-0.189964813857,-0.189964813857,-0.189964813857,-0.189964813857,-4.92712520448,-4.92712520448,-16.6742255216,-16.6742255216,-16.6742255216,-5.63237477869,-5.64408618067,-5.49970446667,13.5442932014
2016/12/17 21:40,3.39699777499,3.39699777499,3.39699777499,3.39699777499,-0.715944315718,-0.715944315718,-0.715944315718,-0.715944315718,-0.715944315718,-0.715944315718,-0.715944315718,-0.715944315718,-0.715944315718,-0.715944315718,-0.715944315718,-0.715944315718,-13.1730057774,-13.1730057774,-13.1730057774,-13.1730057774,0.352348645285,0.352348645285,0.352348645285,0.352348645285,0.352348645285,0.352348645285,0.352348645285,-4.67504725935,-4.67504725935,-14.6224709639,-14.6224709639,-14.6224709639,-5.56584135752,-5.31285879385,-5.27578572912,15.1847911833
2016/12/17 21:50,1.85574169466,1.85574169466,1.85574169466,1.85574169466,3.52961862616,3.52961862616,3.52961862616,3.52961862616,3.52961862616,3.52961862616,3.52961862616,3.52961862616,3.52961862616,3.52961862616,3.52961862616,3.52961862616,-12.6904793902,-12.6904793902,-12.6904793902,-12.6904793902,-0.104177824204,-0.104177824204,-0.104177824204,-0.104177824204,-0.104177824204,-0.104177824204,-0.104177824204,-4.23440642368,-4.23440642368,-13.7137775289,-13.7137775289,-13.7137775289,-5.23854608344,-2.98020775004,-3.21988825105,15.0144295643
2016/12/17 22:00,-1.30971295084,-1.30971295084,-1.30971295084,-1.30971295084,3.94379116548,3.94379116548,3.94379116548,3.94379116548,3.94379116548,3.94379116548,3.94379116548,3.94379116548,3.94379116548,3.94379116548,3.94379116548,3.94379116548,-9.47117808131,-9.47117808131,-9.47117808131,-9.47117808131,10.8936568063,10.8936568063,10.8936568063,10.8936568063,10.8936568063,10.8936568063,10.8936568063,-3.67856392762,-3.67856392762,0.561433619478,0.561433619478,0.561433619478,-4.96687248022,-5.58135233857,-5.54361613641,15.569292474
2016/12/17 22:10,0.982979377852,0.982979377852,0.982979377852,0.982979377852,4.82960531924,4.82960531924,4.82960531924,4.82960531924,4.82960531924,4.82960531924,4.82960531924,4.82960531924,4.82960531924,4.82960531924,4.82960531924,4.82960531924,-12.3390430347,-12.3390430347,-12.3390430347,-12.3390430347,6.81295589616,6.81295589616,6.81295589616,6.81295589616,6.81295589616,6.81295589616,6.81295589616,-3.6987254383,-3.6987254383,-14.8695440943,-14.8695440943,-14.8695440943,-4.55146389727,-8.45346587454,-8.16041905419,15.3665885536
2016/12/17 22:20,1.94817471936,1.94817471936,1.94817471936,1.94817471936,1.39233021281,1.39233021281,1.39233021281,1.39233021281,1.39233021281,1.39233021281,1.39233021281,1.39233021281,1.39233021281,1.39233021281,1.39233021281,1.39233021281,-12.2064187944,-12.2064187944,-12.2064187944,-12.2064187944,5.12031205392,5.12031205392,5.12031205392,5.12031205392,5.12031205392,5.12031205392,5.12031205392,-3.44158050424,-3.44158050424,-17.3512283396,-17.3512283396,-17.3512283396,-4.56283078658,-13.9171663718,-13.9326203911,18.0914633483
2016/12/17 22:30,3.75617072156,3.75617072156,3.75617072156,3.75617072156,6.04284484301,6.04284484301,6.04284484301,6.04284484301,6.04284484301,6.04284484301,6.04284484301,6.04284484301,6.04284484301,6.04284484301,6.04284484301,6.04284484301,-12.3672555416,-12.3672555416,-12.3672555416,-12.3672555416,5.60187436352,5.60187436352,5.60187436352,5.60187436352,5.60187436352,5.60187436352,5.60187436352,-4.32962334456,-4.32962334456,-14.5321590921,-14.5321590921,-14.5321590921,-5.33259771458,-12.2456719348,-12.0122807392,12.6583458422
2016/12/17 22:40,5.08898602998,5.08898602998,5.08898602998,5.08898602998,3.64014130499,3.64014130499,3.64014130499,3.64014130499,3.64014130499,3.64014130499,3.64014130499,3.64014130499,3.64014130499,3.64014130499,3.64014130499,3.64014130499,-12.906939183,-12.906939183,-12.906939183,-12.906939183,3.87943031655,3.87943031655,3.87943031655,3.87943031655,3.87943031655,3.87943031655,3.87943031655,-3.77833519949,-3.77833519949,-15.9627870924,-15.9627870924,-15.9627870924,-5.00722715814,-8.30348903027,-8.32835575118,14.4721588237
2016/12/17 22:50,2.62551908124,2.62551908124,2.62551908124,2.62551908124,8.6079704332,8.6079704332,8.6079704332,8.6079704332,8.6079704332,8.6079704332,8.6079704332,8.6079704332,8.6079704332,8.6079704332,8.6079704332,8.6079704332,-14.1266393298,-14.1266393298,-14.1266393298,-14.1266393298,3.67117270627,3.67117270627,3.67117270627,3.67117270627,3.67117270627,3.67117270627,3.67117270627,-4.2545979643,-4.2545979643,-10.4634367133,-10.4634367133,-10.4634367133,-5.4728278361,-6.45084817451,-6.47548179215,9.51899549332
2016/12/17 23:00,-1.27947597136,-1.27947597136,-1.27947597136,-1.27947597136,0.716202084158,0.716202084158,0.716202084158,0.716202084158,0.716202084158,0.716202084158,0.716202084158,0.716202084158,0.716202084158,0.716202084158,0.716202084158,0.716202084158,-10.3381838206,-10.3381838206,-10.3381838206,-10.3381838206,2.666748296,2.666748296,2.666748296,2.666748296,2.666748296,2.666748296,2.666748296,-4.36977898325,-4.36977898325,-0.984171707838,-0.984171707838,-0.984171707838,-5.08153267178,-6.41449330006,-6.50623572042,11.0467804354
2016/12/17 23:10,6.1909967391,6.1909967391,6.1909967391,6.1909967391,7.52643809415,7.52643809415,7.52643809415,7.52643809415,7.52643809415,7.52643809415,7.52643809415,7.52643809415,7.52643809415,7.52643809415,7.52643809415,7.52643809415,-18.1732741317,-18.1732741317,-18.1732741317,-18.1732741317,6.92427169909,6.92427169909,6.92427169909,6.92427169909,6.92427169909,6.92427169909,6.92427169909,-5.07723610924,-5.07723610924,-13.0589324347,-13.0589324347,-13.0589324347,-5.98089266513,-6.25273470004,-6.0149822568,11.4189382944
2016/12/17 23:20,5.32260853677,5.32260853677,5.32260853677,5.32260853677,5.36029763977,5.36029763977,5.36029763977,5.36029763977,5.36029763977,5.36029763977,5.36029763977,5.36029763977,5.36029763977,5.36029763977,5.36029763977,5.36029763977,-17.5929871333,-17.5929871333,-17.5929871333,-17.5929871333,8.49558725909,8.49558725909,8.49558725909,8.49558725909,8.49558725909,8.49558725909,8.49558725909,-4.22521473953,-4.22521473953,-15.4955038661,-15.4955038661,-15.4955038661,-5.33494020261,-8.73396859125,-8.25396043739,9.0378808686
2016/12/17 23:30,4.24317626114,4.24317626114,4.24317626114,4.24317626114,1.07861760536,1.07861760536,1.07861760536,1.07861760536,1.07861760536,1.07861760536,1.07861760536,1.07861760536,1.07861760536,1.07861760536,1.07861760536,1.07861760536,-18.9279302627,-18.9279302627,-18.9279302627,-18.9279302627,9.57599352657,9.57599352657,9.57599352657,9.57599352657,9.57599352657,9.57599352657,9.57599352657,-5.57575836703,-5.57575836703,-19.9543739152,-19.9543739152,-19.9543739152,-6.44158309161,-10.3154408662,-9.73837646055,9.80419508408
2016/12/17 23:40,-0.147332362904,-0.147332362904,-0.147332362904,-0.147332362904,4.02925926387,4.02925926387,4.02925926387,4.02925926387,4.02925926387,4.02925926387,4.02925926387,4.02925926387,4.02925926387,4.02925926387,4.02925926387,4.02925926387,-20.0965785475,-20.0965785475,-20.0965785475,-20.0965785475,7.5616765136,7.5616765136,7.5616765136,7.5616765136,7.5616765136,7.5616765136,7.5616765136,-6.12142154844,-6.12142154844,-17.9213965903,-17.9213965903,-17.9213965903,-7.39565951068,-9.15087444754,-8.32872064878,11.3236490901
2016/12/17 23:50,-0.57284722593,-0.57284722593,-0.57284722593,-0.57284722593,5.17937647893,5.17937647893,5.17937647893,5.17937647893,5.17937647893,5.17937647893,5.17937647893,5.17937647893,5.17937647893,5.17937647893,5.17937647893,5.17937647893,-20.1462818911,-20.1462818911,-20.1462818911,-20.1462818911,13.4193791911,13.4193791911,13.4193791911,13.4193791911,13.4193791911,13.4193791911,13.4193791911,-6.59699967256,-6.59699967256,-30.3418514999,-30.3418514999,-30.3418514999,-7.75396922063,-13.6346253204,-12.7250457922,1.79747112854
2016/12/18 00:00,-4.19332608963,-4.19332608963,-4.19332608963,-4.19332608963,3.23219925404,3.23219925404,3.23219925404,3.23219925404,3.23219925404,3.23219925404,3.23219925404,3.23219925404,3.23219925404,3.23219925404,3.23219925404,3.23219925404,-20.1809295046,-20.1809295046,-20.1809295046,-20.1809295046,9.38163403056,9.38163403056,9.38163403056,9.38163403056,9.38163403056,9.38163403056,9.38163403056,-8.37063998863,-8.37063998863,-28.5974865125,-28.5974865125,-28.5974865125,-8.92211424603,-14.0691835304,-12.9068818975,10.1418513928
