,協和#1,協和#2,協和#3,協和#4,台中#1,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,台中Gas1&2,台中Gas3&4,南部CC#1,南部CC#2,南部CC#3,南部CC#4,烏來&桂山&粗坑,桂山發電廠,桂山發電廠.1,桂山發電廠.2,桂山發電廠.3,翡翠#1,桂山發電廠.4,林口#1,林口#2,麥寮#1,麥寮#2,麥寮#3,國光#1,星彰#1,星元#1,嘉惠#1
2016/12/20 01:00,-1.02494461907,-1.02494461907,-1.02494461907,-1.02494461907,0.977142179542,0.977142179542,0.977142179542,0.977142179542,0.977142179542,0.977142179542,0.977142179542,0.977142179542,0.977142179542,0.977142179542,0.977142179542,0.977142179542,-15.8335888705,-15.8335888705,-15.8335888705,-15.8335888705,1.89955013784,1.89955013784,1.89955013784,1.89955013784,1.89955013784,1.89955013784,1.89955013784,-4.77755910369,-4.77755910369,-16.9452410526,-16.9452410526,-16.9452410526,-6.94277498876,-4.33351880195,-3.03298682563,31.6102841638
2016/12/20 01:10,1.42472433693,1.42472433693,1.42472433693,1.42472433693,2.7041407281,2.7041407281,2.7041407281,2.7041407281,2.7041407281,2.7041407281,2.7041407281,2.7041407281,2.7041407281,2.7041407281,2.7041407281,2.7041407281,-24.7051049512,-24.7051049512,-24.7051049512,-24.7051049512,3.12059811169,3.12059811169,3.12059811169,3.12059811169,3.12059811169,3.12059811169,3.12059811169,-4.79035364806,-4.79035364806,-15.0681807744,-15.0681807744,-15.0681807744,-6.75930849702,-9.40327132534,-8.23279742437,28.9867978783
2016/12/20 01:20,4.75539418573,4.75539418573,4.75539418573,4.75539418573,13.719386962,13.719386962,13.719386962,13.719386962,13.719386962,13.719386962,13.719386962,13.719386962,13.719386962,13.719386962,13.719386962,13.719386962,-27.909831858,-27.909831858,-27.909831858,-27.909831858,1.89706838218,1.89706838218,1.89706838218,1.89706838218,1.89706838218,1.89706838218,1.89706838218,-4.41503765301,-4.41503765301,-17.5884631974,-17.5884631974,-17.5884631974,-6.66971700607,-14.3328340281,-13.5210982049,32.4571400538
2016/12/20 01:30,3.41204661971,3.41204661971,3.41204661971,3.41204661971,20.1708383751,20.1708383751,20.1708383751,20.1708383751,20.1708383751,20.1708383751,20.1708383751,20.1708383751,20.1708383751,20.1708383751,20.1708383751,20.1708383751,-28.7342312798,-28.7342312798,-28.7342312798,-28.7342312798,2.52576308745,2.52576308745,2.52576308745,2.52576308745,2.52576308745,2.52576308745,2.52576308745,-3.98037433333,-3.98037433333,-17.4886351307,-17.4886351307,-17.4886351307,-5.94731291258,-15.0398251005,-14.3714369584,25.5429916513
2016/12/20 01:40,0.0521394476773,0.0521394476773,0.0521394476773,0.0521394476773,21.012914664,21.012914664,21.012914664,21.012914664,21.012914664,21.012914664,21.012914664,21.012914664,21.012914664,21.012914664,21.012914664,21.012914664,-30.6420167901,-30.6420167901,-30.6420167901,-30.6420167901,2.39791780917,2.39791780917,2.39791780917,2.39791780917,2.39791780917,2.39791780917,2.39791780917,-4.97695403426,-4.97695403426,-21.020272997,-21.020272997,-21.020272997,-5.9500575471,-17.8196212411,-17.3479556603,22.8670177851
2016/12/20 01:50,-0.26256827469,-0.26256827469,-0.26256827469,-0.26256827469,27.7181861334,27.7181861334,27.7181861334,27.7181861334,27.7181861334,27.7181861334,27.7181861334,27.7181861334,27.7181861334,27.7181861334,27.7181861334,27.7181861334,-28.1949570135,-28.1949570135,-28.1949570135,-28.1949570135,3.07057477078,3.07057477078,3.07057477078,3.07057477078,3.07057477078,3.07057477078,3.07057477078,-3.34739760634,-3.34739760634,-21.2780044566,-21.2780044566,-21.2780044566,-5.64584333114,-17.2743151955,-16.6994405383,25.4093968129
2016/12/20 02:00,-1.33362735146,-1.33362735146,-1.33362735146,-1.33362735146,17.0008277448,17.0008277448,17.0008277448,17.0008277448,17.0008277448,17.0008277448,17.0008277448,17.0008277448,17.0008277448,17.0008277448,17.0008277448,17.0008277448,-18.0299985211,-18.0299985211,-18.0299985211,-18.0299985211,2.54023220548,2.54023220548,2.54023220548,2.54023220548,2.54023220548,2.54023220548,2.54023220548,-4.37130997979,-4.37130997979,-23.4668646069,-23.4668646069,-23.4668646069,-5.9487729979,-17.1879397795,-16.6713565794,26.1176035359
2016/12/20 02:10,0.634735006818,0.634735006818,0.634735006818,0.634735006818,27.2033360228,27.2033360228,27.2033360228,27.2033360228,27.2033360228,27.2033360228,27.2033360228,27.2033360228,27.2033360228,27.2033360228,27.2033360228,27.2033360228,-29.4188315727,-29.4188315727,-29.4188315727,-29.4188315727,2.07423098321,2.07423098321,2.07423098321,2.07423098321,2.07423098321,2.07423098321,2.07423098321,-3.90295520248,-3.90295520248,-20.8448827368,-20.8448827368,-20.8448827368,-4.93151033771,-17.3156681833,-16.9784512668,21.7479537762
2016/12/20 02:20,0.332041853033,0.332041853033,0.332041853033,0.332041853033,26.976790248,26.976790248,26.976790248,26.976790248,26.976790248,26.976790248,26.976790248,26.976790248,26.976790248,26.976790248,26.976790248,26.976790248,-28.9117829656,-28.9117829656,-28.9117829656,-28.9117829656,0.8920407596,0.8920407596,0.8920407596,0.8920407596,0.8920407596,0.8920407596,0.8920407596,-3.72723879145,-3.72723879145,-18.1480931789,-18.1480931789,-18.1480931789,-5.51876735082,-17.5616379054,-17.1576556863,29.1820201697
2016/12/20 02:30,-0.964311195375,-0.964311195375,-0.964311195375,-0.964311195375,24.3618191723,24.3618191723,24.3618191723,24.3618191723,24.3618191723,24.3618191723,24.3618191723,24.3618191723,24.3618191723,24.3618191723,24.3618191723,24.3618191723,-29.6791413012,-29.6791413012,-29.6791413012,-29.6791413012,0.103619411174,0.103619411174,0.103619411174,0.103619411174,0.103619411174,0.103619411174,0.103619411174,-4.16511771726,-4.16511771726,-16.0277149183,-16.0277149183,-16.0277149183,-5.45943304163,-16.089567619,-15.6908896712,28.9131125108
2016/12/20 02:40,0.329992561085,0.329992561085,0.329992561085,0.329992561085,25.1691103783,25.1691103783,25.1691103783,25.1691103783,25.1691103783,25.1691103783,25.1691103783,25.1691103783,25.1691103783,25.1691103783,25.1691103783,25.1691103783,-28.948781026,-28.948781026,-28.948781026,-28.948781026,0.688094934957,0.688094934957,0.688094934957,0.688094934957,0.688094934957,0.688094934957,0.688094934957,-3.62252466682,-3.62252466682,-12.7297533657,-12.7297533657,-12.7297533657,-5.28119957069,-14.6699183735,-14.4265928973,25.6010811382
2016/12/20 02:50,2.45083817828,2.45083817828,2.45083817828,2.45083817828,27.437340207,27.437340207,27.437340207,27.437340207,27.437340207,27.437340207,27.437340207,27.437340207,27.437340207,27.437340207,27.437340207,27.437340207,-26.8611565381,-26.8611565381,-26.8611565381,-26.8611565381,0.736436045039,0.736436045039,0.736436045039,0.736436045039,0.736436045039,0.736436045039,0.736436045039,-4.75659726366,-4.75659726366,-10.5073714424,-10.5073714424,-10.5073714424,-5.65125890601,-14.613243539,-14.4860353536,34.485677666
2016/12/20 03:00,-2.16957477844,-2.16957477844,-2.16957477844,-2.16957477844,22.0256970032,22.0256970032,22.0256970032,22.0256970032,22.0256970032,22.0256970032,22.0256970032,22.0256970032,22.0256970032,22.0256970032,22.0256970032,22.0256970032,-21.7028742871,-21.7028742871,-21.7028742871,-21.7028742871,0.378042302429,0.378042302429,0.378042302429,0.378042302429,0.378042302429,0.378042302429,0.378042302429,-3.87956337479,-3.87956337479,-12.5135004101,-12.5135004101,-12.5135004101,-5.20008919907,-13.8409487652,-13.7079082565,34.7416461672
2016/12/20 03:10,0.66293107317,0.66293107317,0.66293107317,0.66293107317,28.9107416804,28.9107416804,28.9107416804,28.9107416804,28.9107416804,28.9107416804,28.9107416804,28.9107416804,28.9107416804,28.9107416804,28.9107416804,28.9107416804,-32.4554008905,-32.4554008905,-32.4554008905,-32.4554008905,-0.258756113158,-0.258756113158,-0.258756113158,-0.258756113158,-0.258756113158,-0.258756113158,-0.258756113158,-3.10112568804,-3.10112568804,-5.9448460032,-5.9448460032,-5.9448460032,-4.24912562104,-12.2545408857,-12.1436896849,24.4811712399
2016/12/20 03:20,-1.03318321509,-1.03318321509,-1.03318321509,-1.03318321509,26.7201424885,26.7201424885,26.7201424885,26.7201424885,26.7201424885,26.7201424885,26.7201424885,26.7201424885,26.7201424885,26.7201424885,26.7201424885,26.7201424885,-29.9683250477,-29.9683250477,-29.9683250477,-29.9683250477,0.907435691484,0.907435691484,0.907435691484,0.907435691484,0.907435691484,0.907435691484,0.907435691484,-3.8914674603,-3.8914674603,-5.69072628938,-5.69072628938,-5.69072628938,-3.8938021825,-12.3336875704,-12.1809943718,27.3986840278
2016/12/20 03:30,0.345533400566,0.345533400566,0.345533400566,0.345533400566,25.6048551455,25.6048551455,25.6048551455,25.6048551455,25.6048551455,25.6048551455,25.6048551455,25.6048551455,25.6048551455,25.6048551455,25.6048551455,25.6048551455,-27.6922931334,-27.6922931334,-27.6922931334,-27.6922931334,-0.7048595752,-0.7048595752,-0.7048595752,-0.7048595752,-0.7048595752,-0.7048595752,-0.7048595752,-3.2958139582,-3.2958139582,-3.61574242045,-3.61574242045,-3.61574242045,-4.23098809442,-12.9144522497,-12.718693881,27.93032023
2016/12/20 03:40,-3.42980893737,-3.42980893737,-3.42980893737,-3.42980893737,26.896003598,26.896003598,26.896003598,26.896003598,26.896003598,26.896003598,26.896003598,26.896003598,26.896003598,26.896003598,26.896003598,26.896003598,-17.7196613342,-17.7196613342,-17.7196613342,-17.7196613342,-0.452585445708,-0.452585445708,-0.452585445708,-0.452585445708,-0.452585445708,-0.452585445708,-0.452585445708,-5.2649276272,-5.2649276272,-4.11720704497,-4.11720704497,-4.11720704497,-5.36916236775,-14.3836723643,-14.2539491392,23.8609716429
2016/12/20 03:50,0.974732203544,0.974732203544,0.974732203544,0.974732203544,26.5162343965,26.5162343965,26.5162343965,26.5162343965,26.5162343965,26.5162343965,26.5162343965,26.5162343965,26.5162343965,26.5162343965,26.5162343965,26.5162343965,-17.9221956208,-17.9221956208,-17.9221956208,-17.9221956208,-0.201401946897,-0.201401946897,-0.201401946897,-0.201401946897,-0.201401946897,-0.201401946897,-0.201401946897,-4.63607986475,-4.63607986475,-4.15103957288,-4.15103957288,-4.15103957288,-5.22533242855,-13.9660747601,-13.6941807491,26.3361343826
2016/12/20 04:00,0.993717876454,0.993717876454,0.993717876454,0.993717876454,24.6685651676,24.6685651676,24.6685651676,24.6685651676,24.6685651676,24.6685651676,24.6685651676,24.6685651676,24.6685651676,24.6685651676,24.6685651676,24.6685651676,-14.9594091926,-14.9594091926,-14.9594091926,-14.9594091926,0.770730675316,0.770730675316,0.770730675316,0.770730675316,0.770730675316,0.770730675316,0.770730675316,-5.14855715131,-5.14855715131,-3.96937973985,-3.96937973985,-3.96937973985,-5.0962875726,-13.5980243502,-13.3097115924,28.3395149966
2016/12/20 04:10,0.211612316427,0.211612316427,0.211612316427,0.211612316427,28.28667052,28.28667052,28.28667052,28.28667052,28.28667052,28.28667052,28.28667052,28.28667052,28.28667052,28.28667052,28.28667052,28.28667052,-20.2173687429,-20.2173687429,-20.2173687429,-20.2173687429,-0.926589394883,-0.926589394883,-0.926589394883,-0.926589394883,-0.926589394883,-0.926589394883,-0.926589394883,-5.1564473546,-5.1564473546,-0.502530551098,-0.502530551098,-0.502530551098,-5.48437009253,-12.4266161268,-12.2135198516,24.0506337618
2016/12/20 04:20,0.354813898883,0.354813898883,0.354813898883,0.354813898883,36.5831788641,36.5831788641,36.5831788641,36.5831788641,36.5831788641,36.5831788641,36.5831788641,36.5831788641,36.5831788641,36.5831788641,36.5831788641,36.5831788641,-12.6187169476,-12.6187169476,-12.6187169476,-12.6187169476,-0.338929811622,-0.338929811622,-0.338929811622,-0.338929811622,-0.338929811622,-0.338929811622,-0.338929811622,-6.59661309306,-6.59661309306,-1.38506981366,-1.38506981366,-1.38506981366,-6.4543941835,-10.3782292133,-10.2377976346,23.179280329
2016/12/20 04:30,0.17494314724,0.17494314724,0.17494314724,0.17494314724,33.9595613923,33.9595613923,33.9595613923,33.9595613923,33.9595613923,33.9595613923,33.9595613923,33.9595613923,33.9595613923,33.9595613923,33.9595613923,33.9595613923,-12.8852564135,-12.8852564135,-12.8852564135,-12.8852564135,-1.03246072099,-1.03246072099,-1.03246072099,-1.03246072099,-1.03246072099,-1.03246072099,-1.03246072099,-6.76432699301,-6.76432699301,-0.212142820807,-0.212142820807,-0.212142820807,-6.5650214953,-10.1916071152,-9.94061360593,19.6021945747
2016/12/20 04:40,0.82274229035,0.82274229035,0.82274229035,0.82274229035,33.5980911912,33.5980911912,33.5980911912,33.5980911912,33.5980911912,33.5980911912,33.5980911912,33.5980911912,33.5980911912,33.5980911912,33.5980911912,33.5980911912,-11.7780455418,-11.7780455418,-11.7780455418,-11.7780455418,-0.772449578743,-0.772449578743,-0.772449578743,-0.772449578743,-0.772449578743,-0.772449578743,-0.772449578743,-5.78793726688,-5.78793726688,-3.60053018666,-3.60053018666,-3.60053018666,-6.55302811303,-10.3346933537,-10.1477863438,19.3809900695
2016/12/20 04:50,1.10261605097,1.10261605097,1.10261605097,1.10261605097,37.2519323149,37.2519323149,37.2519323149,37.2519323149,37.2519323149,37.2519323149,37.2519323149,37.2519323149,37.2519323149,37.2519323149,37.2519323149,37.2519323149,-13.7408794521,-13.7408794521,-13.7408794521,-13.7408794521,-0.621425883522,-0.621425883522,-0.621425883522,-0.621425883522,-0.621425883522,-0.621425883522,-0.621425883522,-6.76281645377,-6.76281645377,-6.4740645464,-6.4740645464,-6.4740645464,-6.7842597569,-8.7312686373,-8.58053646487,13.6680136657
2016/12/20 05:00,-1.67860260426,-1.67860260426,-1.67860260426,-1.67860260426,19.7241263451,19.7241263451,19.7241263451,19.7241263451,19.7241263451,19.7241263451,19.7241263451,19.7241263451,19.7241263451,19.7241263451,19.7241263451,19.7241263451,-7.1818316799,-7.1818316799,-7.1818316799,-7.1818316799,-0.236119688361,-0.236119688361,-0.236119688361,-0.236119688361,-0.236119688361,-0.236119688361,-0.236119688361,-6.98973912415,-6.98973912415,-9.39982809051,-9.39982809051,-9.39982809051,-6.92620726726,-8.13930968805,-8.11400857728,18.7085879843
2016/12/20 05:10,-1.38118015029,-1.38118015029,-1.38118015029,-1.38118015029,36.0583224153,36.0583224153,36.0583224153,36.0583224153,36.0583224153,36.0583224153,36.0583224153,36.0583224153,36.0583224153,36.0583224153,36.0583224153,36.0583224153,-8.05974251257,-8.05974251257,-8.05974251257,-8.05974251257,-1.52078718449,-1.52078718449,-1.52078718449,-1.52078718449,-1.52078718449,-1.52078718449,-1.52078718449,-8.57961105421,-8.57961105421,-11.2725178476,-11.2725178476,-11.2725178476,-8.45444180928,-6.55801544436,-6.66570321737,14.5825594321
2016/12/20 05:20,-1.55581486211,-1.55581486211,-1.55581486211,-1.55581486211,37.9230654804,37.9230654804,37.9230654804,37.9230654804,37.9230654804,37.9230654804,37.9230654804,37.9230654804,37.9230654804,37.9230654804,37.9230654804,37.9230654804,-1.2770114857,-1.2770114857,-1.2770114857,-1.2770114857,-0.963484632961,-0.963484632961,-0.963484632961,-0.963484632961,-0.963484632961,-0.963484632961,-0.963484632961,-8.56524148305,-8.56524148305,-12.853704465,-12.853704465,-12.853704465,-7.96644302322,-8.73342759164,-8.80720327374,14.915661242
2016/12/20 05:30,0.99469178106,0.99469178106,0.99469178106,0.99469178106,41.2735281388,41.2735281388,41.2735281388,41.2735281388,41.2735281388,41.2735281388,41.2735281388,41.2735281388,41.2735281388,41.2735281388,41.2735281388,41.2735281388,-2.26120520662,-2.26120520662,-2.26120520662,-2.26120520662,-1.97619911872,-1.97619911872,-1.97619911872,-1.97619911872,-1.97619911872,-1.97619911872,-1.97619911872,-8.71350299007,-8.71350299007,-10.7859920128,-10.7859920128,-10.7859920128,-8.93401895133,-7.38763147261,-7.41929950007,16.2960781459
2016/12/20 05:40,-0.153980594494,-0.153980594494,-0.153980594494,-0.153980594494,43.1019559435,43.1019559435,43.1019559435,43.1019559435,43.1019559435,43.1019559435,43.1019559435,43.1019559435,43.1019559435,43.1019559435,43.1019559435,43.1019559435,-3.09515658674,-3.09515658674,-3.09515658674,-3.09515658674,-1.42496385119,-1.42496385119,-1.42496385119,-1.42496385119,-1.42496385119,-1.42496385119,-1.42496385119,-8.88965352137,-8.88965352137,-13.0072696521,-13.0072696521,-13.0072696521,-9.24355659869,-7.59341403074,-7.7594227181,15.4606645293
2016/12/20 05:50,-1.74944723113,-1.74944723113,-1.74944723113,-1.74944723113,40.5013353837,40.5013353837,40.5013353837,40.5013353837,40.5013353837,40.5013353837,40.5013353837,40.5013353837,40.5013353837,40.5013353837,40.5013353837,40.5013353837,-4.03439075328,-4.03439075328,-4.03439075328,-4.03439075328,-1.59865500698,-1.59865500698,-1.59865500698,-1.59865500698,-1.59865500698,-1.59865500698,-1.59865500698,-10.266627639,-10.266627639,-13.5791110449,-13.5791110449,-13.5791110449,-9.58508685751,-8.17272077375,-8.32832493931,12.4370824509
2016/12/20 06:00,-3.92438460572,-3.92438460572,-3.92438460572,-3.92438460572,18.6558753337,18.6558753337,18.6558753337,18.6558753337,18.6558753337,18.6558753337,18.6558753337,18.6558753337,18.6558753337,18.6558753337,18.6558753337,18.6558753337,0.205777622002,0.205777622002,0.205777622002,0.205777622002,0.185908537282,0.185908537282,0.185908537282,0.185908537282,0.185908537282,0.185908537282,0.185908537282,-8.10055112075,-8.10055112075,-9.78182480539,-9.78182480539,-9.78182480539,-8.73070057423,-8.34127170844,-8.49007346215,16.4497969562
2016/12/20 06:10,-0.209506566901,-0.209506566901,-0.209506566901,-0.209506566901,38.0954275769,38.0954275769,38.0954275769,38.0954275769,38.0954275769,38.0954275769,38.0954275769,38.0954275769,38.0954275769,38.0954275769,38.0954275769,38.0954275769,-7.35540090247,-7.35540090247,-7.35540090247,-7.35540090247,-1.77697052116,-1.77697052116,-1.77697052116,-1.77697052116,-1.77697052116,-1.77697052116,-1.77697052116,-9.21223752446,-9.21223752446,-11.2049549705,-11.2049549705,-11.2049549705,-9.45202373236,-7.82948154784,-7.89399042508,15.5180044995
2016/12/20 06:20,0.751661767567,0.751661767567,0.751661767567,0.751661767567,37.6225017306,37.6225017306,37.6225017306,37.6225017306,37.6225017306,37.6225017306,37.6225017306,37.6225017306,37.6225017306,37.6225017306,37.6225017306,37.6225017306,-7.1715198735,-7.1715198735,-7.1715198735,-7.1715198735,-2.98801493271,-2.98801493271,-2.98801493271,-2.98801493271,-2.98801493271,-2.98801493271,-2.98801493271,-12.3138605409,-12.3138605409,-11.5088955366,-11.5088955366,-11.5088955366,-9.9143356775,-7.95497066535,-8.1229845304,7.20189319183
2016/12/20 06:30,0.432805073265,0.432805073265,0.432805073265,0.432805073265,24.6322098143,24.6322098143,24.6322098143,24.6322098143,24.6322098143,24.6322098143,24.6322098143,24.6322098143,24.6322098143,24.6322098143,24.6322098143,24.6322098143,-7.45653764419,-7.45653764419,-7.45653764419,-7.45653764419,-1.58823651751,-1.58823651751,-1.58823651751,-1.58823651751,-1.58823651751,-1.58823651751,-1.58823651751,-12.1427005351,-12.1427005351,-9.15892690379,-9.15892690379,-9.15892690379,-11.2066955478,-6.32204617635,-6.58699951532,13.3860442173
2016/12/20 06:40,0.0768593750766,0.0768593750766,0.0768593750766,0.0768593750766,24.7969591398,24.7969591398,24.7969591398,24.7969591398,24.7969591398,24.7969591398,24.7969591398,24.7969591398,24.7969591398,24.7969591398,24.7969591398,24.7969591398,-8.6200564491,-8.6200564491,-8.6200564491,-8.6200564491,-1.1893827956,-1.1893827956,-1.1893827956,-1.1893827956,-1.1893827956,-1.1893827956,-1.1893827956,-10.9907828747,-10.9907828747,-8.41668426774,-8.41668426774,-8.41668426774,-10.49125844,-4.16367663387,-4.34125097437,18.173234029
2016/12/20 06:50,-0.753839468243,-0.753839468243,-0.753839468243,-0.753839468243,24.3188874546,24.3188874546,24.3188874546,24.3188874546,24.3188874546,24.3188874546,24.3188874546,24.3188874546,24.3188874546,24.3188874546,24.3188874546,24.3188874546,-4.51971128758,-4.51971128758,-4.51971128758,-4.51971128758,-1.44835778011,-1.44835778011,-1.44835778011,-1.44835778011,-1.44835778011,-1.44835778011,-1.44835778011,-9.33392191826,-9.33392191826,-5.22011952859,-5.22011952859,-5.22011952859,-9.52743545278,-3.81876680827,-4.1139889133,19.9748360469
2016/12/20 07:00,-1.05231057424,-1.05231057424,-1.05231057424,-1.05231057424,24.3666876144,24.3666876144,24.3666876144,24.3666876144,24.3666876144,24.3666876144,24.3666876144,24.3666876144,24.3666876144,24.3666876144,24.3666876144,24.3666876144,-5.39719274047,-5.39719274047,-5.39719274047,-5.39719274047,2.98355061463,2.98355061463,2.98355061463,2.98355061463,2.98355061463,2.98355061463,2.98355061463,-9.76322763116,-9.76322763116,-6.24953325949,-6.24953325949,-6.24953325949,-9.7242897255,-0.184311771306,-0.76995918998,17.904052224
2016/12/20 07:10,-1.56562590422,-1.56562590422,-1.56562590422,-1.56562590422,23.2703178022,23.2703178022,23.2703178022,23.2703178022,23.2703178022,23.2703178022,23.2703178022,23.2703178022,23.2703178022,23.2703178022,23.2703178022,23.2703178022,-0.848204595348,-0.848204595348,-0.848204595348,-0.848204595348,-0.650316250887,-0.650316250887,-0.650316250887,-0.650316250887,-0.650316250887,-0.650316250887,-0.650316250887,-8.4866897842,-8.4866897842,-9.66652802355,-9.66652802355,-9.66652802355,-8.74309356871,2.29375274802,1.78022626792,23.0550114711
2016/12/20 07:20,-2.97609499153,-2.97609499153,-2.97609499153,-2.97609499153,24.2451895149,24.2451895149,24.2451895149,24.2451895149,24.2451895149,24.2451895149,24.2451895149,24.2451895149,24.2451895149,24.2451895149,24.2451895149,24.2451895149,0.570306390054,0.570306390054,0.570306390054,0.570306390054,-4.7215141986,-4.7215141986,-4.7215141986,-4.7215141986,-4.7215141986,-4.7215141986,-4.7215141986,-10.6425739113,-10.6425739113,-10.8970545972,-10.8970545972,-10.8970545972,-9.74685030595,2.55531602997,1.96505029727,15.5518377733
2016/12/20 07:30,-3.22690417521,-3.22690417521,-3.22690417521,-3.22690417521,25.5852895808,25.5852895808,25.5852895808,25.5852895808,25.5852895808,25.5852895808,25.5852895808,25.5852895808,25.5852895808,25.5852895808,25.5852895808,25.5852895808,1.10884067733,1.10884067733,1.10884067733,1.10884067733,-5.27549152466,-5.27549152466,-5.27549152466,-5.27549152466,-5.27549152466,-5.27549152466,-5.27549152466,-9.81823324093,-9.81823324093,-9.64971137267,-9.64971137267,-9.64971137267,-9.60187518317,2.98784239274,2.29546384612,17.5847052217
2016/12/20 07:40,-2.1106116598,-2.1106116598,-2.1106116598,-2.1106116598,25.6554921928,25.6554921928,25.6554921928,25.6554921928,25.6554921928,25.6554921928,25.6554921928,25.6554921928,25.6554921928,25.6554921928,25.6554921928,25.6554921928,3.11175639354,3.11175639354,3.11175639354,3.11175639354,-2.94938175385,-2.94938175385,-2.94938175385,-2.94938175385,-2.94938175385,-2.94938175385,-2.94938175385,-9.52561356497,-9.52561356497,-9.51368868312,-9.51368868312,-9.51368868312,-8.30505313307,2.8850419751,2.2532269281,20.173314472
2016/12/20 07:50,-4.2430888507,-4.2430888507,-4.2430888507,-4.2430888507,24.1449875535,24.1449875535,24.1449875535,24.1449875535,24.1449875535,24.1449875535,24.1449875535,24.1449875535,24.1449875535,24.1449875535,24.1449875535,24.1449875535,3.18406621859,3.18406621859,3.18406621859,3.18406621859,-2.33674850302,-2.33674850302,-2.33674850302,-2.33674850302,-2.33674850302,-2.33674850302,-2.33674850302,-7.18612373321,-7.18612373321,-9.9902322782,-9.9902322782,-9.9902322782,-6.42528878864,2.61171556963,1.9741240215,11.8448977031
2016/12/20 08:00,-4.17730626066,-4.17730626066,-4.17730626066,-4.17730626066,15.9774078903,15.9774078903,15.9774078903,15.9774078903,15.9774078903,15.9774078903,15.9774078903,15.9774078903,15.9774078903,15.9774078903,15.9774078903,15.9774078903,9.22856103831,9.22856103831,9.22856103831,9.22856103831,-2.10575913835,-2.10575913835,-2.10575913835,-2.10575913835,-2.10575913835,-2.10575913835,-2.10575913835,-5.98742252121,-5.98742252121,-2.17834449684,-2.17834449684,-2.17834449684,-5.23171198548,0.97716833038,0.335251225728,13.6871763051
2016/12/20 08:10,-3.8428166213,-3.8428166213,-3.8428166213,-3.8428166213,16.9988162826,16.9988162826,16.9988162826,16.9988162826,16.9988162826,16.9988162826,16.9988162826,16.9988162826,16.9988162826,16.9988162826,16.9988162826,16.9988162826,7.89636504122,7.89636504122,7.89636504122,7.89636504122,-2.08136068521,-2.08136068521,-2.08136068521,-2.08136068521,-2.08136068521,-2.08136068521,-2.08136068521,-6.36365960081,-6.36365960081,-0.237146260789,-0.237146260789,-0.237146260789,-5.82267599584,1.05757104062,0.392014672982,15.3236363452
2016/12/20 08:20,-2.21393585323,-2.21393585323,-2.21393585323,-2.21393585323,14.6919753453,14.6919753453,14.6919753453,14.6919753453,14.6919753453,14.6919753453,14.6919753453,14.6919753453,14.6919753453,14.6919753453,14.6919753453,14.6919753453,11.7363698557,11.7363698557,11.7363698557,11.7363698557,-1.31017978942,-1.31017978942,-1.31017978942,-1.31017978942,-1.31017978942,-1.31017978942,-1.31017978942,-5.03405270572,-5.03405270572,1.78594658229,1.78594658229,1.78594658229,-4.77538264796,-0.277470383073,-0.826360037743,20.0947924377
2016/12/20 08:30,-3.65410965466,-3.65410965466,-3.65410965466,-3.65410965466,14.7779953797,14.7779953797,14.7779953797,14.7779953797,14.7779953797,14.7779953797,14.7779953797,14.7779953797,14.7779953797,14.7779953797,14.7779953797,14.7779953797,6.18528336309,6.18528336309,6.18528336309,6.18528336309,-2.54423714827,-2.54423714827,-2.54423714827,-2.54423714827,-2.54423714827,-2.54423714827,-2.54423714827,-5.16774235216,-5.16774235216,1.98536482902,1.98536482902,1.98536482902,-5.23359297152,-1.10898749951,-1.63807606509,11.6646631879
2016/12/20 08:40,-3.96325538464,-3.96325538464,-3.96325538464,-3.96325538464,12.7430625743,12.7430625743,12.7430625743,12.7430625743,12.7430625743,12.7430625743,12.7430625743,12.7430625743,12.7430625743,12.7430625743,12.7430625743,12.7430625743,11.6701384337,11.6701384337,11.6701384337,11.6701384337,-2.40310173021,-2.40310173021,-2.40310173021,-2.40310173021,-2.40310173021,-2.40310173021,-2.40310173021,-4.89981387253,-4.89981387253,1.75237044551,1.75237044551,1.75237044551,-4.7350957643,-1.8655629389,-2.31473756222,12.6116338181
2016/12/20 08:50,-4.81519580457,-4.81519580457,-4.81519580457,-4.81519580457,15.1723370489,15.1723370489,15.1723370489,15.1723370489,15.1723370489,15.1723370489,15.1723370489,15.1723370489,15.1723370489,15.1723370489,15.1723370489,15.1723370489,10.3118539181,10.3118539181,10.3118539181,10.3118539181,-4.81394039841,-4.81394039841,-4.81394039841,-4.81394039841,-4.81394039841,-4.81394039841,-4.81394039841,-5.87666428524,-5.87666428524,-1.78411146105,-1.78411146105,-1.78411146105,-5.67541302757,-4.03239251967,-4.28872193353,9.68135825893
2016/12/20 09:00,-2.87012573015,-2.87012573015,-2.87012573015,-2.87012573015,80.437774671,80.437774671,80.437774671,80.437774671,80.437774671,80.437774671,80.437774671,80.437774671,80.437774671,80.437774671,80.437774671,80.437774671,11.7328830032,11.7328830032,11.7328830032,11.7328830032,-3.35698901962,-3.35698901962,-3.35698901962,-3.35698901962,-3.35698901962,-3.35698901962,-3.35698901962,-5.79362668597,-5.79362668597,-2.80124292933,-2.80124292933,-2.80124292933,-5.70781929759,-5.12281080543,-5.2875303663,12.094538642
