核三#1,21.95815,120.751737
核三#2,21.95815,120.751737
林口#1,25.119493,121.29891
林口#2,25.119493,121.29891
和平#1,24.309388,121.76179
和平#2,24.309388,121.76179
海湖#1,25.11675,121.257
海湖#2,25.11675,121.257
麥寮#1,23.801167,120.212778
麥寮#2,23.801167,120.212778
麥寮#3,23.801167,120.212778
新桃#1,24.814306,121.197722
國光#1,25.040379,121.340942
星彰#1,24.126743,120.430493
星元#1,24.130026,120.417607
嘉惠#1,23.531717,120.472877
豐德#1,23.084049,120.355834
豐德#2,23.084049,120.355834
馬祖珠山,26.156667,119.934833
名間,23.836111,120.711389
嘉南西口&嘉南烏山頭,23.221936,120.403727
卑南,22.822222,121.084444
